GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
4921524L21Rik	70901	1385123312; 755561277; 281371374; 569004504; 569004506; 755561275	NP_001349803; XP_006526307; XP_011245305; XP_006526308; XP_011245304; NP_081874	Q9D5T2
4921528I07Rik	77049	1039795434; 94386585; 568964480; 568964476; 1039795428; 1039795440; 1039795431	XP_006512475; XP_017169224; XP_486266; XP_006512473; XP_017169223; XP_017169225; XP_017169222	Q9D5S6
4921530L21Rik	66732	568988469; 1279489819; 13385194; 1039746649	XP_006519459; NP_080009; XP_017171619; NP_001345170	Q9CQ47
4921536K21Rik	67430	13385654; 	NP_080426; 	Q9CR34; Q3TSB3
4921539E11Rik	70941	254588039; 1039768667; 568929745; 568929749; 568929747; 254588072	XP_006503460; NP_001156966; XP_006503458; XP_006503459; XP_017175874; NP_081888	Q9D5Q8; Q3KN93; Q3KN94; A2AKQ4; Q3TTD9
4921539H07Rik	78256	-	-	-
4922502D21Rik	381816	568942354; 39841061; 568942352; 568942350	XP_006506417; XP_006506416; NP_950199; XP_006506418	Q8C634
4930402F06Rik	74854	123959718; 439253844; 568914431	NP_001258969; XP_006498458; NP_001074178	A2AUQ8; Q14BP7
4930402H24Rik	228602	755499366; 902763373; 33695157; 1039760341; 755499363	NP_083708; XP_011237776; XP_017173248; XP_011237775; NP_001298076	Q3UPD4; Q3V0A7; Q7TT23
4930402K13Rik	75775	397739058	NP_001257629	Q9D5P7; B1AW18
4930404N11Rik	432479	157951639	NP_001014836	B9EI87; A6H6Q4; Q9D5N6
4930407I10Rik	328573	262050614	NP_001159947	D3Z5T8
4930415L06Rik	245511	291621651; 	NP_001029052	Q3V0Y1; A2AG62
4930415O20Rik	73863	318043086	NP_001188251	Q8CDT5
4930426D05Rik	74644	755561344; 409191592	XP_011245316; NP_001258509	Q9D5L2
4930430A15Rik	67575	258645154; 568918201	NP_080524; XP_006500145	Q9CUC5; Q9D5K0; Q05AC5
4930430F08Rik	68281	171906608; 568968359	XP_006514091; NP_780337	Q8BHN7; Q8BHP8; Q8BHV9
4930432K21Rik	74666	568957728; 568957730; 255522949; 255522947	XP_006531508; NP_083321; XP_006531509; NP_001157224	Q6DIA7; Q9D5J2; E9QNR8; A0A0R4J144
4930432M17Rik	619318	85702151	NP_001028986	Q3V0W9
4930433I11Rik	243944	268607524	NP_997131	B2RX47
4930438A08Rik	73988	1039800754; 407263685; 407264664; 1039738829	XP_017170355; XP_017174423; XP_001477520; XP_003689220	Q5SPH3
4930444G20Rik	114671	163965379	NP_444494	D3Z741
4930444P10Rik	75799	764020113; 568905509; 568905505; 342672091	XP_006495645; NP_001230167; NP_001292156; XP_006495647	J3QPK3; Q9D5G1; F6QJK4
4930447A16Rik	74892	365906267; 1039749637	XP_017172263; NP_083389	Q9D5F6
4930447C04Rik	75801	21313086; 755543207; 755543203; 755543205; 755543209; 755543213; 1039742087; 755543215; 1039742089; 1039742083; 1039742085	XP_011242503; XP_011242507; XP_017170726; XP_011242502; XP_017170729; XP_011242504; XP_017170727; XP_011242508; NP_083720; XP_017170728; XP_011242505	Q9D5Y9; F8WHJ9; Q9CTN5; Q9D5F5
4930448N21Rik	384817	-	-	-
4930449I24Rik	67410	568939075; 13385646	XP_006504926; NP_080412	Q9D5E3
4930451G09Rik	74684	409191599; 	NP_001258515; 	-
4930451I11Rik	78118	114158654; 568951698	XP_006508410; NP_898954	Q8CEL4; E9Q9R3
4930452B06Rik	74430	755547051; 568985617; 568985619; 254587945; 755547048	XP_011243074; XP_006518170; XP_011243075; NP_083210; XP_006518169	E9QK14; Q6P2K3
4930453H23Rik	100503481	569008607; 354721119	XP_006527616; NP_001238942	-
4930453N24Rik	67609	113931152; 568996084	XP_006522552; NP_080549	Q3TTL0; A9C482; Q8VE03
4930467E23Rik	626415	1039790471; 294345432	NP_001034642; XP_017168417	D3Z1P8
4930470F04Rik	74963	-	-	-
4930474N05Rik	218921	568987284; 33239423	XP_006518888; NP_778173	Q8BVR5
4930480E11Rik	74910	295789094	NP_001171437	Q0VG34; Q9D5A6
4930486L24Rik	214639	30017423	NP_835199	Q3UKN7; Q80UB0
4930488N24Rik	75011	755559475; 755559471; 755559473; 755559477	XP_011245038; XP_011245040; XP_011245039; XP_011245041	-
4930500A05Rik	74972			-
4930502E18Rik	75013	110626044; 569009475	NP_083418; XP_006535422	Q14BQ3
4930503B20Rik	75015	755504603; 1578915174; 568924359; 126722682; 1578915149; 755504605; 755504607; 755504609; 568924361	XP_011238565; XP_011238567; XP_006502288; XP_011238568; NP_001355655; XP_011238566; NP_001355654; NP_083420; XP_006502287; 	Q80ZP0; D3YUG0; G5E8V6
4930503E14Rik	74954	568988964; 21729771	XP_006519700; NP_083407	Q9D583
4930503L19Rik	269033	27370482; 569003923; 569003921; 569003927; 1039756042	NP_766555; XP_017173402; XP_006526027; XP_006526029; XP_006526028	G8CZ53; Q8C2X0; G8CZ62; Q8CB14; Q8BNS5; A0A1D5RMK7
4930505A04Rik	75087	154240699	NP_001093864	Q5SPV6; Q9D580; Q810N4
4930505O20Rik	74709			-
4930510E17Rik	74695	-	-	-
4930513O06Rik	75125	365906271	NP_083450	Q9D549
4930519F16Rik	75106	755565799; 110626034; 1284804490; 755565803	XP_011245992; XP_011245990; NP_083446; NP_001345199	Q8K3S1; Q8K3S0; Q1LZM0
4930519G04Rik	67593	568937437; 568937441; 568937445; 1039772389; 1039772387; 568937435; 1039772391; 21735437	XP_006530504; XP_006530508; NP_080539; XP_006530503; XP_006530506; XP_017176569; XP_017176568; XP_017176567	Q9CPT7; Q9DAB8
4930522H14Rik	67646	312283649; 21312856	NP_080567; NP_001186019	Q9DAM0; Q9CPZ3
4930522N08Rik	75094	-	-	-
4930523C07Rik	67647	568911113; 755495871; 755495869; 1039729820; 242332504; 568911111	XP_006497032; XP_011237160; XP_011237161; XP_017177673; XP_006497031; NP_001156368	E9Q2T4; Q8CE67
4930524B15Rik	67592	568970455; 13385772	NP_080538; XP_006514858	Q9CQS0; Q8CER9; Q24JP4
4930524N10Rik	75071	372266110	NP_001243188	Q9D519
4930534H18Rik	68174	-	-	-
4930539E08Rik	207819	27369611; 568999633	NP_766038; XP_006524019	B2KF61; Q148X2; Q8CC96
4930542N06Rik	75827			-
4930544D05Rik	668433	224493736; 568975299	XP_006534029; NP_001139009	J3QJW4; J3QK56
4930544G11Rik	67653	240120058	NP_001155245; 	Q9CR99
4930548F15Rik	75300	-	-	-
4930548H24Rik	67656	21312838	NP_080572	Q9D496
4930550C14Rik	75311	21312924; 568960168; 568960180; 568960184; 568960166; 568960172; 1039794554; 568960164	XP_006510715; XP_006510719; XP_006510723; XP_006510725; NP_083523; XP_006510716; XP_006510717; XP_017169167	Q3U5F8; Q9D4W2; Q14BS3
4930550L24Rik	75352	12963817	NP_076263	Q99PA7
4930555G01Rik	108978	283046813	NP_780602	Q8C5Y7; L7N253
4930556J24Rik	75342	-	-	-
4930558K02Rik	75368	325995147; 568911209; 325995149	NP_001191834; NP_001191833; XP_006497078	E0CXC6
4930562C15Rik	78809	222446622; 755554243	NP_084468; XP_011244347	E9QMW4; Q3V087
4930563E22Rik	75304	254910967	NP_001157200	Q3V1L1; Q8BGJ3
4930563M21Rik	75258	1039794550; 270133179; 568962243; 1039794544; 1039794539; 1039794546; 1039794548; 1039794542	XP_006511587; NP_898934; XP_017169164; XP_017169165; XP_017169163; XP_017169162; XP_017169166; XP_017169161	E9QAA9
4930564C03Rik	75341	418203920	NP_083533	Q9D4S5
4930564D02Rik	75269	1039765279; 1039765281; 1039765283; 1039765285; 365906269	XP_017175270; XP_017175268; XP_017175269; XP_017175271; NP_083504	Q9D4S4
4930567H17Rik	619303	85702147; 	NP_001028979	Q3V0K5
4930568B11Rik	75873	-	-	-
4930568D16Rik	75859	568914433; 317108164	NP_083739; XP_006498459	A2AUQ7; Q9D4R9
4930571K23Rik	75861	224809588	NP_001139231	-
4930578I06Rik	67750	109948267; 568988624	XP_006519535; NP_080635	Q80ZQ3; Q9CVZ7
4930579F01Rik	67741	254281182; 568923775; 254281184; 568923773	XP_006502008; XP_006502009; NP_001156857; NP_001156858	E9Q3L6; A0A0G2JEX5
4930579G24Rik	75939	254692981	NP_083758	Q3UUX7; Q9D4P8
4930583I09Rik	78057	1109454978; 20900722	NP_084307; XP_128729	Q9D2E3
4930590J08Rik	381798	1039775389; 1039775391; 1039775393; 568942304; 38348570	NP_941070; XP_017177156; XP_006506395; XP_017177154; XP_017177155	Q8CDN1
4930591A17Rik	68175	13386084	NP_080872	Q9CQH6
4930595M18Rik	245492	262118195	NP_775611	A2RRY9; Q8CDN0
4930596D02Rik	239036	85702073	NP_001028938	Q3V0H9
4930597O21Rik	75373	-	-	-
4931406B18Rik	74054	31541981; 1039780089	XP_017167829; NP_083013	A2RSL7
4931406C07Rik	70984	313747468; 1317840776; 568960050; 19526926; 568960048; 313747466	NP_001186413; NP_001186414; XP_006510659; XP_006510660; NP_598493; NP_001346187	A0A1L1SSF8; Q91V76
4931406P16Rik	233103	568945601; 568945591; 568945597; 27370084; 568945595; 568945593; 568945589	XP_006539958; XP_006539956; NP_766329; XP_006539960; XP_006539957; XP_006539962; XP_006539959	Q8C5X1
4931408C20Rik	210940	237757316	NP_001028936	Q3V0G6; E9PWP9
4931414P19Rik	74359	568988926; 568988928; 568988930; 28077031; 755548961	XP_006519683; XP_006519682; XP_006519681; XP_011243512; NP_083166	Q8K2W9
4931417E11Rik	66740	13385198	NP_080013	Q9CR05
4931423N10Rik	70981	755497904; 755497895; 755497901; 1039761911; 295148148; 568914290	XP_011237485; XP_011237486; XP_017174746; XP_011237482; XP_006498391; NP_081911	Q9D4J9
4931428F04Rik	74356	1039790860; 58037371; 568957704; 261862287	XP_006531496; NP_083164; XP_017168480; NP_001159866	Q810A5; Q9D4J6
4931429L15Rik	74361	1039794510; 294610673; 755529211	XP_017169157; NP_898927; XP_011240918	E9PVU2
4931440F15Rik	216622	34850070	NP_789799	Q5RJ26; B2RT26; Q8C0T1
4932411N23Rik	237029	29244162	NP_808373	Q8C0S0
4932414N04Rik	75721	568918728; 568918732; 1039762196; 568918730; 1039762194; 34147101	XP_006500398; XP_017174796; XP_006500399; XP_006500400; NP_898936; XP_017174797	H3BLH7; Q8CEQ9
4932416K20Rik	442809			-
4932429P05Rik	245509	148231241	NP_001078980	A2ADI4
4932438A13Rik	229227	568920884; 568920870; 568920874; 568920888; 225543434; 568920878; 568920882; 568920872; 568920886; 1039764149; 568920880; 1039764158; 1039764160; 568920890; 	XP_006535509; XP_006535510; XP_006535518; XP_006535516; XP_006535519; XP_017175027; XP_006535517; XP_006535511; XP_006535513; XP_006535514; XP_017175026; NP_766267; XP_006535515; XP_017175025; 	Q8CDG7; Q8BY77; E9Q376; Q3UYB7; A2AAD4; Q6AXD9; Q69ZR8; A2AAE1; A2AAD2; Q8BWF1; Q8CEA4; Q3UG08; Q05BP8; Q8R0A8; Q571C4
4932438H23Rik	74387	19920334; 1039751885; 755555075; 568997690; 254911048; 1039751887	NP_083181; XP_017172639; XP_011244457; NP_001157167; XP_006523167; XP_017172640	Q9D4G1; Q544A2
4933402D24Rik	74426	371877755	NP_001243087	Q9D4D3
4933402E13Rik	74437	569010721; 317008601; 317008603	XP_006528384; NP_001186926; NP_001186925	Q9D4D2
4933402J07Rik	330820	29244532	NP_808569	Q8BHX0
4933402N03Rik	233918	117935040	NP_775585	Q8CDT9
4933402N22Rik	545732	294610677	NP_001170981	A3KN63
4933403O08Rik	71030	755566056; 293651616	NP_001170860; XP_011246010	F6RC93; F6UK53
4933405L10Rik	71046	1269208324; 568957571; 198278507	XP_006531432; NP_081931; NP_001344185	B7ZN89; Q9D4A5
4933405O20Rik	243996	27370380	NP_766489	Q8BPC6
4933406M09Rik	240755	568909011; 237757320	XP_006529622; NP_776132	Q8C0N4; G3XA12
4933408B17Rik	271508	1279652531; 755560939; 755560943; 283484014; 755560941; 1279652364; 755560945	XP_011245240; XP_011245242; XP_011245241; NP_808441; NP_001345231; XP_011245243; NP_001345230	G3X9B4; D6RFA1
4933409G03Rik	227998	1039760202; 568916326; 568916328; 29244064	XP_006499245; XP_006499244; NP_808319; XP_017173053	Q8C5U0
4933411K16Rik	66765	21313338	NP_080028	Q80Y39
4933412E24Rik	71088	223468697	NP_081944	Q9D454
4933415F23Rik	66755	145587107	NP_080022	Q14BX6
4933416I08Rik	71159	326633204	NP_081976	Q3TQ67; Q9D434
4933417A18Rik	66761	118403292; 1039743983; 755544314; 755544312	XP_011242632; XP_011242631; NP_080026; XP_017171060	Q497N7; Q9D433; Q9D460
4933421I07Rik	71162	568948520; 13386252	XP_006541261; NP_081978	Q9D420
4933425L06Rik	66763	13385218	NP_080027	Q9D3Z8
4933427D06Rik	232217			-
4933427D14Rik	74477	568976137; 568976149; 1371976959; 568976145; 568976139; 33859728; 568976135; 568976141; 1039738514; 568976152	XP_006534431; XP_006534436; XP_006534437; NP_083239; XP_006534432; XP_006534435; XP_006534430; XP_006534433; XP_017170302; NP_001348493	A0A0R4J1C3; Q9CUC0; Q80XQ5; Q6A000
4933430I17Rik	214106	1249618580; 1249618573; 568926324; 568926322; 755506204; 755506211; 1039767165; 568926318; 755506209; 29243978; 568926326; 755506202; 1249618584	XP_006537799; XP_011248275; NP_001343350; XP_006537803; XP_011248273; XP_006537801; XP_011248274; NP_001343349; XP_006537802; NP_001343351; XP_017175588; XP_011248276; NP_808275	Q14AX1; Q8BHW4
4933434E20Rik	99650	560879451; 170295829; 560879449; 20270196	NP_001274016; NP_080038; NP_081776; NP_001274015	Q3UBD8; Q8BIP7; Q05D39; Q8R092; Q8BII4; Q8R240; Q9CYB6; Q9CV59
4933436I01Rik	66780	13385232	NP_080039	Q9D3T1
5031410I06Rik	381622	170650703	NP_997540	E9Q4E0
5031439G07Rik	223739	1573307361; 1573307437	NP_001028445; NP_001355589	Q3UE31; B1APX2; Q3TCU3
5330417C22Rik	229722	1278809157; 1278809175; 568922655; 568922657; 1039764271; 1278992362; 1081677670; 568922651; 568922653; 85701810; 568922649	NP_001028476; XP_006501474; XP_006501475; NP_001333447; NP_001344992; XP_006501476; XP_017175049; XP_006501477; XP_006501478; NP_001344993; NP_001344994	Q69ZL9; Q8R215; Q3UTM2; A0A0A0MQC6; A2AFS2; Q7TS96; A2AFS3
5430401F13Rik	71392	347543790	NP_001231557	E9Q328; Q9D3N7; F7D4R8
5430402E10Rik	71351	89001098	NP_082044	Q9D3N5
5430419D17Rik	71395	116089316	NP_780375	Q8BZE1; E9QN00
5430427G11Rik	71414	-	-	-
5430427O19Rik	71398	1039798527; 254692863; 755565775	XP_017174109; XP_011245984; NP_001157011	Q9D3J9; Q08EG0
5530400C23Rik	232426	297206868	NP_082060	Q9D3I0
5730409E04Rik	230757	225543152; 225543154	NP_001013777; NP_001139422	Q8BP99; A2A7K4
5730455P16Rik	70591	568975778; 568975782; 568975780; 110625765	XP_006534260; XP_006534261; XP_006534262; NP_081748	Q7TMQ9; Q9CYI0
5730507C01Rik	236366	85701598; 755541310; 318067916	XP_011242163; NP_001028329; NP_001188259	J3QPX0; Q3UT17
5830411N06Rik	244234	568952358; 30425310; 568952351; 189458795; 189458797	XP_006536249; NP_001121618; XP_006536252; NP_001121617; NP_780742	B3F5L4; B3F5L5; Q8C9T4
5830473C10Rik	622307	568936103; 358030311; 568936117; 568936111; 568936107; 568936109; 568936105	XP_006535231; XP_006535235; NP_001239590; XP_006535237; XP_006535234; XP_006535232; XP_006535233	F8VQ07
6030458C11Rik	77877	755550475; 58037511; 1274096183; 568990717; 261599071	XP_011243684; NP_001344690; NP_001159832; XP_006520258; NP_084274	Q8BGC1; B2RQ49; Q8BYV3; Q8BZ46; A0A2I3BRJ4; Q9CX64
6030468B19Rik	77727	568976412; 568976416; 268370112; 568976414	XP_006534563; XP_006534562; XP_006534561; NP_084240	Q9CX63; B1ATC1
6030498E09Rik	77883	124286799	NP_898949	B1AX85
6330403K07Rik	103712	21624635	NP_598783	Q6NSQ3; Q8VBZ2
6330409D20Rik	70730	348041231	NP_081805	Q9D3A7; A2AK85
6430531B16Rik	381933	568952379; 568952381; 1109516623; 1331036862; 568952383; 85701983; 755523911; 1109516654	NP_001334542; XP_006536262; XP_006536263; XP_011248147; NP_001346765; XP_006536264; NP_001028637; NP_001334543	A0A1B0GR09; Q3V2J1; A0A1B0GT96
6430548M08Rik	234797	568956666; 255069804; 255069802; 255069800; 255069806	NP_001157232; NP_001157234; NP_758490; NP_001157233; XP_006530997	Q8R0A7; Q80TY8; Q8BQV3; Q8CCN0; Q3TA40; Q8C8N9; Q8BQB5
6430550D23Rik	320095	568917464; 568917466; 223890238; 1039761000; 223890240; 568917461; 568917468; 568917459	XP_006499795; XP_017174490; XP_006499791; XP_006499792; NP_001138824; XP_006499794; NP_001138823; XP_006499793	E9Q1X6; B7ZCN5
6430571L13Rik	235599	28202049	NP_780695	Q8BGK9; Q8BUH0; Q14AT3
6430590A10Rik	100043277			-
6430628N08Rik	76237	1264232207; 1039769579	XP_017175991; NP_001343989	A0A0U1RQ45
6530409C15Rik	76224	-	-	-
6720489N17Rik	211378	1039743489; 1025608608; 312283657; 1039743487	NP_775557; XP_017170961; NP_001311335; XP_017170962	Q8BGU1
6820408C15Rik	228778	568916610; 568916613; 576583492; 29244072; 755499397; 568916615; 755499395; 	NP_001276667; XP_006499380; XP_006499381; NP_808324; XP_006499379; XP_011237781; XP_011237782; 	B2RQ99; Q8BJX2
7030419G21Rik	434378	-	-	-
7420426K07Rik	546157	85702183	NP_001029155	Q3UX66
7530416G11Rik	328577	366039985; 1039749097	NP_001243001; XP_017172158	J3QJX6
7530428D23Rik	319506			-
8030423J24Rik	77166	755545706; 366039938	XP_011242889; NP_084149; 	Q9CX45
8030462N17Rik	212163	755562043; 1579876392; 569005216; 755562047; 87196345; 569005220; 755562049	XP_011245369; XP_006526489; XP_006526491; XP_011245371; NP_848785; NP_001355688; XP_011245372	Q8BH50; Q3TQ72; Q8BU43; Q0VAW6
8030474K03Rik	382231	1039799563; 569010912; 569010914; 1327850438; 94407692	XP_017174169; NP_001346600; XP_001000772; XP_006528430; XP_006528431	F6R3T1
9030025P20Rik	100041574	183074533; 568998396; 568998398; 755555669; 568998400; 1039752414; 568998394	XP_011244525; XP_006523428; XP_006523430; XP_006523431; XP_006523429; XP_017172677; NP_001116842	Q8C5D3; E9Q764
9030619P08Rik	105892			-
9030624G23Rik	66808	374532832	NP_001243418	Q9D308
9130008F23Rik	71583	58037251	NP_082110	Q9D2Z6
9130019O22Rik	78921	289666797	NP_084502	G3X941
9130023H24Rik	100043133	28892855	NP_795975	Q8BG98
9130204L05Rik	229550	755503729; 755503727; 157909768	NP_001094931; XP_011238390; XP_011238391	G3UWB8
9130401M01Rik	75758	21313070	NP_083694	Q9D2X8
9130409I23Rik	619326	85702159; 1039729679	NP_001028991; XP_017177362	Q3TS87
9230112D13Rik	78243	366039945	NP_084338	Q9D260
9330159F19Rik	212448	1039732613; 568965224; 1039732611; 242117990; 568965218	XP_017169359; NP_001156009; XP_006512709; XP_006512712; XP_017169358	D3Z623
9330182L06Rik	231014	568932773; 1331037376; 1331037349; 1331037310; 568932775; 1331037351; 110625972	NP_001346816; NP_001346815; NP_001346813; NP_001346814; XP_006503633; XP_006503634; NP_766294	Q3UZV7; Q8BJT7; Q8BM91; Q8BJN9; Q8BKX9; B9EHI9; Q8BJM9; Q8BL89; Q8BLT1
9330182O14Rik	328531	365906253	NP_001242985	J3QNB2
9430007A20Rik	381572	240255633	NP_941064	Q8BM81; A2A751
9430015G10Rik	230996	225543202; 225543204; 568931173	NP_796179; NP_663532; XP_006538897	A2ASP7
9430038I01Rik	77252	755523298; 568951664; 242397485; 755523300; 568951660	XP_006508394; NP_084162; XP_006508392; XP_011240250; XP_011240251	Q9CX25
9430069I07Rik	77358	371872723	NP_001243090	Q9CX21
9530002B09Rik	77432	14010845	NP_076354	Q9EPV7
9530003J23Rik	77397	226528838	NP_084182	Q8BM27; Q8BM26
9530053A07Rik	319482	257467625	NP_001158127; 	E9PVG8
9530068E07Rik	213673	58037541	NP_694757	Q8K201; Q3U339; Q5SVC5; Q922L7; Q9CVN1
9530077C05Rik	68283	755529097; 568959993; 568959999; 755529099; 755529107; 1039794037; 568959983; 568959995; 46810273	XP_006510636; NP_081015; XP_006510628; XP_006510631; XP_006510633; XP_006510634; XP_011240894; XP_017169037; XP_011240891	Q7TQE7; Q5DU11; Q9CTJ2; Q80V66
9830107B12Rik	328829	29244382; 1039753747; 295444948; 1039753751; 295444853; 1039753749	NP_808492; NP_001171367; XP_017173003; NP_001171368; XP_017173002; XP_017173001	D3Z5D6; A9Q7H1; Q3UV63; A0A3B2W4G3
9930012K11Rik	268759	163838625; 163838623	NP_001106206; NP_001004155	Q66JV7; Q8K281; Q3V1T6
9930021J03Rik	240613	569007239; 569007233; 295293085; 569007235; 1039757772; 569007241; 1039757770; 1039757768; 1039757776; 569007243; 1039757764	XP_006527133; XP_017173682; XP_017173684; XP_006527132; XP_017173683; XP_017173686; NP_766424; XP_006527136; XP_006527135; XP_006527137; XP_017173685; 	H3BKP8
9930104L06Rik	194268	1244518245; 568928664; 568928668; 1244518216; 568928666; 114145557	NP_001342532; NP_808241; XP_006502947; XP_006502949; XP_006502948; NP_001342534	Q499E6; Q3TU44; Q8BI05; Q148T1
9930111J21Rik1	667214	167931392	NP_001108151	Q5SVP0
9930111J21Rik2	245240	27734112	NP_775610	Q8CB10
a	50518	755500179; 1039761322; 1039761304; 134031990; 1039761312; 755500181; 755500183; 1039761316; 1039761324; 1039761326; 1039761318; 1039761306; 1039761308; 1039761310; 1039761314; 1039761320	XP_011237992; XP_011237993; XP_017174599; XP_017174602; XP_017174605; XP_017174606; XP_017174609; NP_056585; XP_011237991; XP_017174601; XP_017174604; XP_017174598; XP_017174610; XP_017174600; XP_017174608; XP_017174603	Q3TZL0; Q03288; Q80ST0; A2ALT3
A030003K21Rik	77913			-
A030005L19Rik	77922			-
A030014E15Rik	77917	-	-	-
A130010J15Rik	319266	237858561; 30794524; 568912010; 237858563	XP_006497316; NP_001153831; NP_001153832; NP_851391	Q9DAE8
A1bg	117586	124486702	NP_001074536	Q19LI2
A1cf	69865	569007791; 124487289; 1039758154; 1434110739	NP_001352007; NP_001074543; XP_006527394; XP_017173779	E9QJS8; Q5FW55; Q5YD47; Q5YD48
A230050P20Rik	319278	28316794; 568959650	XP_006510468; NP_783618	Q8CAK3; Q3U076; Q05BY8
A2m	232345	148277039; 755516629	XP_011239624; NP_783327	Q811S0; E9QMQ7; Q6GQT1
A2ml1	232400	269973901	NP_001001179	Q3UU35; Q3TTY9; E9QMV5
A330043C09Rik	329430	-	-	-
A330070K13Rik	381673	38348564	NP_941067	Q8CA53
A3galt2	215493	568928750; 57528488	XP_006502988; NP_001009819	B2KGX5; M9MMK2; Q3V1N9; B2KGX6
A430005L14Rik	97159	247300747; 247300872	NP_001156491; NP_780496	Q80WR5; E9PUH0; A2AM12; Q8CA21
A430033K04Rik	243308	163914377	NP_898846	Q7TPL8; E9Q8G5; Q3V466
A430078G23Rik	319493	283837884	NP_001028550	Q3UU25; E9Q7Y4
A430089I19Rik	331195	29244554	NP_808581	Q8C9W1
A4galt	239559	283483963; 51921295	NP_001004150; NP_001164425	Q3TRS1; Q3UF00; Q67BJ4
A4gnt	333424	1039793578; 116734845; 568961644	XP_006511309; NP_001070892; XP_006511307	Q14BT6
A530001N23Rik	328265			-
A530010F05Rik	214394	-	-	-
A530016L24Rik	319942	568979878; 568979876; 28892925	XP_006516044; NP_796013; XP_006516043	Q8R0Q1; Q8BNX7; A0A0R4J0P8
A530032D15Rik	381287	568907705; 1039729404; 126215538; 1039729407	XP_017176873; XP_017176875; NP_998780; XP_006496565	Q8BS13; E9PV05
A530053M12Rik	442836	-	-	-
A530064D06Rik	328830	165905568; 31559837	NP_001107028; NP_848911	Q8BNV8; Q8C239
A630001G21Rik	319997	256355211; 755494432; 755494430; 1039729247	NP_796029; XP_011246334; XP_017176680; XP_011246335	Q3UTB2
A630023A22Rik	105518	353411919	NP_001238772	J3QP60
A630073D07Rik	381819	219282802	NP_001136441	E9PWS6
A630076J17Rik	319929	371874042	NP_001243103	J3QQ32
A630095N17Rik	381272	568907701; 340545548; 340545550	NP_001230019; XP_006496563; NP_001230020	J3QMK5; J3KMM7
A730008H23Rik	212427	27369700	NP_766093	Q8C9A7; Q6PG16; Q6BCZ4
A830005F24Rik	442803	149264211	XP_001473814	Q8BRT5
A830010M20Rik	231570	270483724; 270483722	NP_001007575; NP_001162029	E9PUC9; Q80TK0; Q3TEG0; Q3TPG8; Q8BRQ7; E9QLA8; Q8BRS6
A830018L16Rik	320492	882939052; 568905423; 1039729268; 568905425; 237858610; 568905419; 237858606; 237858608; 568905417; 31559861	XP_006495607; NP_796147; XP_006495606; XP_017176710; NP_001153843; XP_006495604; NP_001153841; NP_001153842; XP_006495603; NP_001297380	Q8BUZ5; Q8BJN6; B2RQF6; B7ZN57; Q8BZJ8; Q3UVZ9
